Feature,RBP-IS-KD-Target,Position,cell_line,index,dPSI,CTRL_SHAP,FDR
MORC2_2_binding,MORC2,2,K562,chr20_-_63707853_63707809_63707097_63706998_63706738_63706650_ENCSR031RRO_CTRL-1,0.011,0.31693998,1.0
MORC2_2_binding,MORC2,2,K562,chr1_+_26472516_26472627_26473702_26473817_26474084_26474135_ENCSR620PUP_CTRL-2,-0.16,0.3112194,0.7473433590140365
MORC2_2_binding,MORC2,2,K562,chr7_-_50793432_50793223_50732368_50732271_50703908_50703820_ENCSR143COQ_CTRL-1,-0.124,0.29621577,0.1347325695143424
MORC2_2_binding,MORC2,2,K562,chr7_+_6637321_6637447_6639041_6639141_6641824_6641962_ENCSR129RWD_CTRL-1,-0.007,0.29230374,1.0
MORC2_2_binding,MORC2,2,K562,chr1_+_26472476_26472627_26473482_26473527_26474084_26474135_ENCSR031RRO_CTRL-1,0.003,0.31828263,1.0
MORC2_2_binding,MORC2,2,K562,chr20_+_63278898_63278995_63279219_63279306_63281290_63281347_ENCSR031RRO_CTRL-1,0.013,0.3045349,1.0
MORC2_2_binding,MORC2,2,K562,chr1_+_26472449_26472627_26473702_26473732_26474084_26474128_ENCSR031RRO_CTRL-1,-0.002,0.3177428,1.0
MORC2_2_binding,MORC2,2,K562,chr11_+_67583594_67583844_67584463_67584570_67584684_67584772_ENCSR031RRO_CTRL-1,0.0,0.27121246,1.0
MORC2_2_binding,MORC2,2,K562,chr19_-_49862209_49862184_49862105_49862043_49861695_49861607_ENCSR031RRO_CTRL-1,-0.016,0.30415168,1.0
MORC2_2_binding,MORC2,2,K562,chr2_-_96894051_96893925_96878493_96878415_96876308_96875881_ENCSR031RRO_CTRL-1,0.0,0.22706416,1.0
MORC2_2_binding,MORC2,2,K562,chr4_+_1730802_1730962_1731171_1731301_1735272_1735325_ENCSR032YMP_CTRL-1,0.008,0.3040477,1.0
MORC2_2_binding,MORC2,2,K562,chr19_-_45478828_45478735_45423381_45423269_45421393_45421177_ENCSR031RRO_CTRL-1,0.014,0.34464568,1.0
MORC2_2_binding,MORC2,2,K562,chr1_-_5992447_5992243_5978413_5978269_5969259_5969086_ENCSR031RRO_CTRL-2,0.022,0.31861287,1.0
MORC2_2_binding,MORC2,2,K562,chr8_-_144792420_144792365_144792140_144791991_144791914_144791112_ENCSR031RRO_CTRL-1,-0.0,0.26676768,1.0
MORC2_2_binding,MORC2,2,K562,chr7_-_5530601_5530523_5529733_5529534_5529400_5529160_ENCSR031RRO_CTRL-1,-0.001,0.31812376,1.0
MORC2_2_binding,MORC2,2,K562,chr7_-_5530590_5530523_5529663_5529160_5528719_5528469_ENCSR031RRO_CTRL-1,-0.0,0.3157185,1.0
MORC2_2_binding,MORC2,2,K562,chr9_+_136665791_136665817_136668240_136668362_136668556_136668673_ENCSR031RRO_CTRL-1,-0.008,0.22781134,1.0
MORC2_2_binding,MORC2,2,K562,chr7_-_50793436_50793223_50703908_50703820_50674658_50674435_ENCSR129RWD_CTRL-1,-0.002,0.29661405,1.0
MORC2_2_binding,MORC2,2,K562,chr20_-_63707838_63707809_63707092_63706998_63706738_63706650_ENCSR031RRO_CTRL-1,0.011,0.321028,1.0
MORC2_2_binding,MORC2,2,K562,chr2_-_96894051_96893925_96878042_96877889_96876308_96875881_ENCSR031RRO_CTRL-1,0.003,0.25557715,1.0
MORC2_2_binding,MORC2,2,K562,chr7_+_6637321_6637447_6637845_6638009_6639041_6639141_ENCSR092WKG_CTRL-2,-0.014,0.30586886,1.0
MORC2_2_binding,MORC2,2,K562,chr7_-_50793432_50793223_50710990_50710874_50703908_50703820_ENCSR031RRO_CTRL-2,-0.182,0.29621577,0.014773886621304421
MORC2_2_binding,MORC2,2,K562,chr19_-_49862209_49862184_49862105_49862043_49861881_49861448_ENCSR031RRO_CTRL-1,0.014,0.3055278,1.0
MORC2_2_binding,MORC2,2,K562,chr12_+_131918301_131918681_131919211_131919384_131919471_131919590_ENCSR620PUP_CTRL-1,-0.003,0.30604225,1.0
MORC2_2_binding,MORC2,2,K562,chr21_+_34073548_34073745_34102834_34102908_34125340_34125480_ENCSR031RRO_CTRL-1,-0.013,0.28066725,1.0
MORC2_2_binding,MORC2,2,K562,chr7_-_50793432_50793223_50732368_50732271_50710990_50710874_ENCSR143COQ_CTRL-1,-0.063,0.29964578,0.6063878859195535
MORC2_2_binding,MORC2,2,K562,chr1_+_26472505_26472627_26473482_26473732_26474084_26474135_ENCSR031RRO_CTRL-1,-0.002,0.32311144,1.0
MORC2_3_binding,MORC2,3,K562,chr19_+_571276_571579_579499_579656_580378_580461_ENCSR031RRO_CTRL-1,0.001,-0.05201593,1.0
MORC2_3_binding,MORC2,3,K562,chr16_-_88741616_88741477_88738736_88738567_88738440_88738226_ENCSR031RRO_CTRL-1,-0.004,-0.067639574,1.0
MORC2_3_binding,MORC2,3,K562,chr17_+_82911757_82911789_82923651_82923733_82924938_82925056_ENCSR031RRO_CTRL-1,0.008,-0.0670469,1.0
MORC2_3_binding,MORC2,3,K562,chr12_+_131916952_131917062_131917410_131917554_131918496_131918681_ENCSR143COQ_CTRL-1,-0.014,-0.059236247,1.0
MORC2_3_binding,MORC2,3,K562,chr7_+_892299_892418_893739_893971_895333_895658_ENCSR031RRO_CTRL-1,-0.002,-0.049232874,1.0
MORC2_3_binding,MORC2,3,K562,chr19_+_572577_572701_579499_579656_580378_580461_ENCSR031RRO_CTRL-1,-0.003,-0.039529007,1.0
MORC2_3_binding,MORC2,3,K562,chr17_+_82921015_82921577_82923651_82923733_82924938_82925056_ENCSR031RRO_CTRL-1,0.001,-0.050741024,1.0
MORC2_3_binding,MORC2,3,K562,chr19_-_1479194_1479162_1478905_1478773_1461824_1461142_ENCSR174OYC_CTRL-1,-0.018,-0.06469382,1.0
MORC2_3_binding,MORC2,3,K562,chr2_+_131508536_131508608_131515601_131515747_131516313_131516404_ENCSR031RRO_CTRL-1,0.039,-0.03609981,0.6744837318329262
MORC2_3_binding,MORC2,3,K562,chr16_+_397208_397313_397878_397902_398989_399123_ENCSR031RRO_CTRL-1,0.009,-0.046799276,1.0
MORC2_3_binding,MORC2,3,K562,chr1_+_1034866_1035324_1040664_1040880_1041172_1041397_ENCSR092WKG_CTRL-1,-0.018,-0.036968313,1.0
MORC2_3_binding,MORC2,3,K562,chr19_-_1479216_1479162_1478905_1478653_1461824_1461142_ENCSR174OYC_CTRL-2,-0.038,-0.06469382,1.0
MORC2_3_binding,MORC2,3,K562,chr7_-_5530601_5530523_5529733_5529534_5529400_5529160_ENCSR031RRO_CTRL-1,-0.001,-0.03643912,1.0
MORC2_3_binding,MORC2,3,K562,chr8_+_9770130_9770262_9772368_9772423_9776649_9777036_ENCSR031RRO_CTRL-1,0.013,-0.12008132,1.0
MORC2_3_binding,MORC2,3,K562,chr18_-_46104227_46104136_46098279_46098171_46095131_46095052_ENCSR031RRO_CTRL-1,-0.002,-0.067639574,1.0
MORC2_4_binding,MORC2,4,K562,chr19_+_7639018_7639100_7639730_7639807_7640730_7640809_ENCSR031RRO_CTRL-1,0.002,0.0,1.0
MORC2_4_binding,MORC2,4,K562,chr2_-_32010974_32010941_32010264_32010186_31943383_31943301_ENCSR031RRO_CTRL-1,-0.013,0.0,1.0
MORC2_4_binding,MORC2,4,K562,chr2_-_96921654_96921477_96894051_96893925_96878493_96878415_ENCSR031RRO_CTRL-1,-0.001,0.0,1.0
MORC2_4_binding,MORC2,4,K562,chr2_-_96921262_96921164_96894051_96893925_96878493_96878415_ENCSR031RRO_CTRL-1,-0.0,0.0,1.0
MORC2_4_binding,MORC2,4,K562,chr2_-_32011230_32010993_32010264_32010186_31943383_31943301_ENCSR032YMP_CTRL-1,0.007,0.0,1.0
MORC2_4_binding,MORC2,4,K562,chr2_-_96902707_96902619_96894051_96893925_96878493_96878415_ENCSR031RRO_CTRL-1,0.003,0.0,1.0
MORC2_5_binding,MORC2,5,K562,chr17_-_78175618_78175528_78175169_78175049_78174950_78174074_ENCSR031RRO_CTRL-1,0.0,0.0,1.0
MORC2_5_binding,MORC2,5,K562,chr19_+_572564_572701_577773_578121_579499_579629_ENCSR031RRO_CTRL-1,0.001,0.0,1.0
MORC2_6_binding,MORC2,6,K562,chr2_-_96921262_96921164_96902707_96902619_96894051_96893925_ENCSR031RRO_CTRL-1,0.013,0.26138827,1.0
MORC2_6_binding,MORC2,6,K562,chr4_+_1723727_1723870_1727707_1728787_1730886_1730962_ENCSR031RRO_CTRL-1,0.013,0.0040744916,1.0
MORC2_6_binding,MORC2,6,K562,chr2_-_96921654_96921477_96902707_96902619_96894051_96893925_ENCSR031RRO_CTRL-1,-0.012,0.26138827,1.0
MORC2_6_binding,MORC2,6,K562,chr12_+_131916952_131917062_131917410_131917554_131918496_131918681_ENCSR143COQ_CTRL-1,-0.014,0.0061365077,1.0
MORC2_6_binding,MORC2,6,K562,chr2_-_96921654_96921477_96921262_96921164_96894051_96893925_ENCSR031RRO_CTRL-1,-0.013,0.26138827,1.0
MORC2_6_binding,MORC2,6,K562,chr19_+_7638725_7638775_7639018_7639100_7639730_7639807_ENCSR031RRO_CTRL-1,-0.002,0.003755685,1.0
MORC2_6_binding,MORC2,6,K562,chr11_+_66616629_66617057_66623900_66623968_66624213_66624593_ENCSR031RRO_CTRL-1,0.006,0.004738657,1.0
